pair_id,region,midline_strategy,movement_region,movement,error,i410_1,i410_2
23,pharynx,RD,PosteriorBulb,2,42.5219930571902,6081.90469632115,6092.71230441373
23,pharynx,US,AnteriorBulb,2,70.4588142521818,6081.90469632115,6092.71230441373
23,pharynx,UD,AnteriorBulb,2,71.4216759374359,6081.90469632115,6092.71230441373
23,pharynx,RS,AnteriorBulb,2,44.7616084031732,6081.90469632115,6092.71230441373
23,pharynx,RD,AnteriorBulb,2,42.5219930571902,6081.90469632115,6092.71230441373
23,pharynx,US,SidesOfTip,0,70.4588142521818,6081.90469632115,6092.71230441373
23,pharynx,UD,SidesOfTip,0,71.4216759374359,6081.90469632115,6092.71230441373
23,pharynx,RS,SidesOfTip,0,44.7616084031732,6081.90469632115,6092.71230441373
23,pharynx,RD,SidesOfTip,0,42.5219930571902,6081.90469632115,6092.71230441373
23,pharynx,US,Tip,1,70.4588142521818,6081.90469632115,6092.71230441373
23,pharynx,UD,Tip,1,71.4216759374359,6081.90469632115,6092.71230441373
23,pharynx,RS,Tip,1,44.7616084031732,6081.90469632115,6092.71230441373
23,pharynx,RD,Tip,1,42.5219930571902,6081.90469632115,6092.71230441373
24,postPM3,US,PosteriorBulb,1,37.6089443202626,3966.04181333029,3916.20835705802
24,postPM3,UD,PosteriorBulb,1,50.2422395515553,3966.04181333029,3916.20835705802
24,postPM3,RS,PosteriorBulb,1,31.3453572647956,3966.04181333029,3916.20835705802
24,postPM3,RD,PosteriorBulb,1,39.0671141202036,3966.04181333029,3916.20835705802
24,postPM3,US,AnteriorBulb,1,37.6089443202626,3966.04181333029,3916.20835705802
24,postPM3,UD,AnteriorBulb,1,50.2422395515553,3966.04181333029,3916.20835705802
24,postPM3,RS,AnteriorBulb,1,31.3453572647956,3966.04181333029,3916.20835705802
24,postPM3,RD,AnteriorBulb,1,39.0671141202036,3966.04181333029,3916.20835705802
24,postPM3,US,SidesOfTip,0,37.6089443202626,3966.04181333029,3916.20835705802
24,postPM3,UD,SidesOfTip,0,50.2422395515553,3966.04181333029,3916.20835705802
24,postPM3,RS,SidesOfTip,0,31.3453572647956,3966.04181333029,3916.20835705802
24,postPM3,RD,SidesOfTip,0,39.0671141202036,3966.04181333029,3916.20835705802
24,postPM3,US,Tip,1,37.6089443202626,3966.04181333029,3916.20835705802
24,postPM3,UD,Tip,1,50.2422395515553,3966.04181333029,3916.20835705802
24,postPM3,RS,Tip,1,31.3453572647956,3966.04181333029,3916.20835705802
24,postPM3,RD,Tip,1,39.0671141202036,3966.04181333029,3916.20835705802
24,prePM7,US,PosteriorBulb,1,35.976177119363,3835.65640005574,3843.53006058911
24,prePM7,UD,PosteriorBulb,1,32.1152371674175,3835.65640005574,3843.53006058911
24,prePM7,RS,PosteriorBulb,1,32.3936855906273,3835.65640005574,3843.53006058911
24,prePM7,RD,PosteriorBulb,1,34.4132902554628,3835.65640005574,3843.53006058911
24,prePM7,US,AnteriorBulb,1,35.976177119363,3835.65640005574,3843.53006058911
24,prePM7,UD,AnteriorBulb,1,32.1152371674175,3835.65640005574,3843.53006058911
24,prePM7,RS,AnteriorBulb,1,32.3936855906273,3835.65640005574,3843.53006058911
24,prePM7,RD,AnteriorBulb,1,34.4132902554628,3835.65640005574,3843.53006058911
24,prePM7,US,SidesOfTip,0,35.976177119363,3835.65640005574,3843.53006058911
24,prePM7,UD,SidesOfTip,0,32.1152371674175,3835.65640005574,3843.53006058911
24,prePM7,RS,SidesOfTip,0,32.3936855906273,3835.65640005574,3843.53006058911
24,prePM7,RD,SidesOfTip,0,34.4132902554628,3835.65640005574,3843.53006058911
24,prePM7,US,Tip,1,35.976177119363,3835.65640005574,3843.53006058911
24,prePM7,UD,Tip,1,32.1152371674175,3835.65640005574,3843.53006058911
24,prePM7,RS,Tip,1,32.3936855906273,3835.65640005574,3843.53006058911
24,prePM7,RD,Tip,1,34.4132902554628,3835.65640005574,3843.53006058911
24,pm3,US,PosteriorBulb,1,78.4637354596891,7056.02283242238,7107.38604968722
24,pm3,UD,PosteriorBulb,1,85.8712122698507,7056.02283242238,7107.38604968722
24,pm3,RS,PosteriorBulb,1,62.4106234078032,7056.02283242238,7107.38604968722
24,pm3,RD,PosteriorBulb,1,67.4158229101343,7056.02283242238,7107.38604968722
24,pm3,US,AnteriorBulb,1,78.4637354596891,7056.02283242238,7107.38604968722
24,pm3,UD,AnteriorBulb,1,85.8712122698507,7056.02283242238,7107.38604968722
24,pm3,RS,AnteriorBulb,1,62.4106234078032,7056.02283242238,7107.38604968722
24,pm3,RD,AnteriorBulb,1,67.4158229101343,7056.02283242238,7107.38604968722
24,pm3,US,SidesOfTip,0,78.4637354596891,7056.02283242238,7107.38604968722
24,pm3,UD,SidesOfTip,0,85.8712122698507,7056.02283242238,7107.38604968722
24,pm3,RS,SidesOfTip,0,62.4106234078032,7056.02283242238,7107.38604968722
24,pm3,RD,SidesOfTip,0,67.4158229101343,7056.02283242238,7107.38604968722
24,pm3,US,Tip,1,78.4637354596891,7056.02283242238,7107.38604968722
24,pm3,UD,Tip,1,85.8712122698507,7056.02283242238,7107.38604968722
24,pm3,RS,Tip,1,62.4106234078032,7056.02283242238,7107.38604968722
24,pm3,RD,Tip,1,67.4158229101343,7056.02283242238,7107.38604968722
24,pm4,US,PosteriorBulb,1,135.199989957785,8462.96319126685,8610.78762601244
24,pm4,UD,PosteriorBulb,1,165.412141541095,8462.96319126685,8610.78762601244
24,pm4,RS,PosteriorBulb,1,108.356202160176,8462.96319126685,8610.78762601244
24,pm4,RD,PosteriorBulb,1,147.640301232457,8462.96319126685,8610.78762601244
24,pm4,US,AnteriorBulb,1,135.199989957785,8462.96319126685,8610.78762601244
24,pm4,UD,AnteriorBulb,1,165.412141541095,8462.96319126685,8610.78762601244
24,pm4,RS,AnteriorBulb,1,108.356202160176,8462.96319126685,8610.78762601244
24,pm4,RD,AnteriorBulb,1,147.640301232457,8462.96319126685,8610.78762601244
24,pm4,US,SidesOfTip,0,135.199989957785,8462.96319126685,8610.78762601244
24,pm4,UD,SidesOfTip,0,165.412141541095,8462.96319126685,8610.78762601244
24,pm4,RS,SidesOfTip,0,108.356202160176,8462.96319126685,8610.78762601244
24,pm4,RD,SidesOfTip,0,147.640301232457,8462.96319126685,8610.78762601244
24,pm4,US,Tip,1,135.199989957785,8462.96319126685,8610.78762601244
24,pm4,UD,Tip,1,165.412141541095,8462.96319126685,8610.78762601244
24,pm4,RS,Tip,1,108.356202160176,8462.96319126685,8610.78762601244
24,pm4,RD,Tip,1,147.640301232457,8462.96319126685,8610.78762601244
24,pm5,US,PosteriorBulb,1,53.2164970265639,4068.54997778857,4120.00591883257
24,pm5,UD,PosteriorBulb,1,60.3047570467692,4068.54997778857,4120.00591883257
24,pm5,RS,PosteriorBulb,1,44.3120630723333,4068.54997778857,4120.00591883257
24,pm5,RD,PosteriorBulb,1,53.6746954381057,4068.54997778857,4120.00591883257
24,pm5,US,AnteriorBulb,1,53.2164970265639,4068.54997778857,4120.00591883257
24,pm5,UD,AnteriorBulb,1,60.3047570467692,4068.54997778857,4120.00591883257
24,pm5,RS,AnteriorBulb,1,44.3120630723333,4068.54997778857,4120.00591883257
24,pm5,RD,AnteriorBulb,1,53.6746954381057,4068.54997778857,4120.00591883257
24,pm5,US,SidesOfTip,0,53.2164970265639,4068.54997778857,4120.00591883257
24,pm5,UD,SidesOfTip,0,60.3047570467692,4068.54997778857,4120.00591883257
24,pm5,RS,SidesOfTip,0,44.3120630723333,4068.54997778857,4120.00591883257
24,pm5,RD,SidesOfTip,0,53.6746954381057,4068.54997778857,4120.00591883257
24,pm5,US,Tip,1,53.2164970265639,4068.54997778857,4120.00591883257
24,pm5,UD,Tip,1,60.3047570467692,4068.54997778857,4120.00591883257
24,pm5,RS,Tip,1,44.3120630723333,4068.54997778857,4120.00591883257
24,pm5,RD,Tip,1,53.6746954381057,4068.54997778857,4120.00591883257
24,pm6,US,PosteriorBulb,1,126.384918805641,7025.19918992839,7120.58928227406
24,pm6,UD,PosteriorBulb,1,104.091859491713,7025.19918992839,7120.58928227406
24,pm6,RS,PosteriorBulb,1,132.331421613494,7025.19918992839,7120.58928227406
24,pm6,RD,PosteriorBulb,1,122.166120145368,7025.19918992839,7120.58928227406
24,pm6,US,AnteriorBulb,1,126.384918805641,7025.19918992839,7120.58928227406
24,pm6,UD,AnteriorBulb,1,104.091859491713,7025.19918992839,7120.58928227406
24,pm6,RS,AnteriorBulb,1,132.331421613494,7025.19918992839,7120.58928227406
24,pm6,RD,AnteriorBulb,1,122.166120145368,7025.19918992839,7120.58928227406
24,pm6,US,SidesOfTip,0,126.384918805641,7025.19918992839,7120.58928227406
24,pm6,UD,SidesOfTip,0,104.091859491713,7025.19918992839,7120.58928227406
24,pm6,RS,SidesOfTip,0,132.331421613494,7025.19918992839,7120.58928227406
24,pm6,RD,SidesOfTip,0,122.166120145368,7025.19918992839,7120.58928227406
24,pm6,US,Tip,1,126.384918805641,7025.19918992839,7120.58928227406
24,pm6,UD,Tip,1,104.091859491713,7025.19918992839,7120.58928227406
24,pm6,RS,Tip,1,132.331421613494,7025.19918992839,7120.58928227406
24,pm6,RD,Tip,1,122.166120145368,7025.19918992839,7120.58928227406
24,pm7,US,PosteriorBulb,1,171.603614153168,10210.4630187617,10369.770011689
24,pm7,UD,PosteriorBulb,1,159.30699292736,10210.4630187617,10369.770011689
24,pm7,RS,PosteriorBulb,1,180.324604933396,10210.4630187617,10369.770011689
24,pm7,RD,PosteriorBulb,1,173.095645779527,10210.4630187617,10369.770011689
24,pm7,US,AnteriorBulb,1,171.603614153168,10210.4630187617,10369.770011689
24,pm7,UD,AnteriorBulb,1,159.30699292736,10210.4630187617,10369.770011689
24,pm7,RS,AnteriorBulb,1,180.324604933396,10210.4630187617,10369.770011689
24,pm7,RD,AnteriorBulb,1,173.095645779527,10210.4630187617,10369.770011689
24,pm7,US,SidesOfTip,0,171.603614153168,10210.4630187617,10369.770011689
24,pm7,UD,SidesOfTip,0,159.30699292736,10210.4630187617,10369.770011689
24,pm7,RS,SidesOfTip,0,180.324604933396,10210.4630187617,10369.770011689
24,pm7,RD,SidesOfTip,0,173.095645779527,10210.4630187617,10369.770011689
24,pm7,US,Tip,1,171.603614153168,10210.4630187617,10369.770011689
24,pm7,UD,Tip,1,159.30699292736,10210.4630187617,10369.770011689
24,pm7,RS,Tip,1,180.324604933396,10210.4630187617,10369.770011689
24,pm7,RD,Tip,1,173.095645779527,10210.4630187617,10369.770011689
24,medial_axis,US,PosteriorBulb,1,83.8526725407564,6288.33604572956,6350.20809191377
24,medial_axis,UD,PosteriorBulb,1,90.2023813191957,6288.33604572956,6350.20809191377
24,medial_axis,RS,PosteriorBulb,1,73.6044033335971,6288.33604572956,6350.20809191377
24,medial_axis,RD,PosteriorBulb,1,81.7333615170357,6288.33604572956,6350.20809191377
24,medial_axis,US,AnteriorBulb,1,83.8526725407564,6288.33604572956,6350.20809191377
24,medial_axis,UD,AnteriorBulb,1,90.2023813191957,6288.33604572956,6350.20809191377
24,medial_axis,RS,AnteriorBulb,1,73.6044033335971,6288.33604572956,6350.20809191377
24,medial_axis,RD,AnteriorBulb,1,81.7333615170357,6288.33604572956,6350.20809191377
24,medial_axis,US,SidesOfTip,0,83.8526725407564,6288.33604572956,6350.20809191377
24,medial_axis,UD,SidesOfTip,0,90.2023813191957,6288.33604572956,6350.20809191377
24,medial_axis,RS,SidesOfTip,0,73.6044033335971,6288.33604572956,6350.20809191377
24,medial_axis,RD,SidesOfTip,0,81.7333615170357,6288.33604572956,6350.20809191377
24,medial_axis,US,Tip,1,83.8526725407564,6288.33604572956,6350.20809191377
24,medial_axis,UD,Tip,1,90.2023813191957,6288.33604572956,6350.20809191377
24,medial_axis,RS,Tip,1,73.6044033335971,6288.33604572956,6350.20809191377
24,medial_axis,RD,Tip,1,81.7333615170357,6288.33604572956,6350.20809191377
24,pharynx,US,PosteriorBulb,1,80.9686084241148,6056.66985680855,6114.33185054313
24,pharynx,UD,PosteriorBulb,1,87.5674845388362,6056.66985680855,6114.33185054313
24,pharynx,RS,PosteriorBulb,1,71.0617333726924,6056.66985680855,6114.33185054313
24,pharynx,RD,PosteriorBulb,1,79.023737761326,6056.66985680855,6114.33185054313
24,pharynx,US,AnteriorBulb,1,80.9686084241148,6056.66985680855,6114.33185054313
24,pharynx,UD,AnteriorBulb,1,87.5674845388362,6056.66985680855,6114.33185054313
24,pharynx,RS,AnteriorBulb,1,71.0617333726924,6056.66985680855,6114.33185054313
24,pharynx,RD,AnteriorBulb,1,79.023737761326,6056.66985680855,6114.33185054313
24,pharynx,US,SidesOfTip,0,80.9686084241148,6056.66985680855,6114.33185054313
24,pharynx,UD,SidesOfTip,0,87.5674845388362,6056.66985680855,6114.33185054313
24,pharynx,RS,SidesOfTip,0,71.0617333726924,6056.66985680855,6114.33185054313
24,pharynx,RD,SidesOfTip,0,79.023737761326,6056.66985680855,6114.33185054313
24,pharynx,US,Tip,1,80.9686084241148,6056.66985680855,6114.33185054313
24,pharynx,UD,Tip,1,87.5674845388362,6056.66985680855,6114.33185054313
24,pharynx,RS,Tip,1,71.0617333726924,6056.66985680855,6114.33185054313
24,pharynx,RD,Tip,1,79.023737761326,6056.66985680855,6114.33185054313
25,postPM3,US,PosteriorBulb,1,22.526764204004,3967.37231928961,3988.44233985072
25,postPM3,UD,PosteriorBulb,1,28.8469990974584,3967.37231928961,3988.44233985072
25,postPM3,RS,PosteriorBulb,1,28.4823794406498,3967.37231928961,3988.44233985072
25,postPM3,RD,PosteriorBulb,1,35.9265618221577,3967.37231928961,3988.44233985072
25,postPM3,US,AnteriorBulb,0,22.526764204004,3967.37231928961,3988.44233985072
25,postPM3,UD,AnteriorBulb,0,28.8469990974584,3967.37231928961,3988.44233985072
25,postPM3,RS,AnteriorBulb,0,28.4823794406498,3967.37231928961,3988.44233985072
25,postPM3,RD,AnteriorBulb,0,35.9265618221577,3967.37231928961,3988.44233985072
25,postPM3,US,SidesOfTip,1,22.526764204004,3967.37231928961,3988.44233985072
25,postPM3,UD,SidesOfTip,1,28.8469990974584,3967.37231928961,3988.44233985072
25,postPM3,RS,SidesOfTip,1,28.4823794406498,3967.37231928961,3988.44233985072
25,postPM3,RD,SidesOfTip,1,35.9265618221577,3967.37231928961,3988.44233985072
25,postPM3,US,Tip,0,22.526764204004,3967.37231928961,3988.44233985072
25,postPM3,UD,Tip,0,28.8469990974584,3967.37231928961,3988.44233985072
25,postPM3,RS,Tip,0,28.4823794406498,3967.37231928961,3988.44233985072
25,postPM3,RD,Tip,0,35.9265618221577,3967.37231928961,3988.44233985072
25,prePM7,US,PosteriorBulb,1,47.7363258708792,3659.36299117933,3638.19816637754
25,prePM7,UD,PosteriorBulb,1,47.3868973963839,3659.36299117933,3638.19816637754
25,prePM7,RS,PosteriorBulb,1,50.4285899850589,3659.36299117933,3638.19816637754
25,prePM7,RD,PosteriorBulb,1,58.0397697671203,3659.36299117933,3638.19816637754
25,prePM7,US,AnteriorBulb,0,47.7363258708792,3659.36299117933,3638.19816637754
25,prePM7,UD,AnteriorBulb,0,47.3868973963839,3659.36299117933,3638.19816637754
25,prePM7,RS,AnteriorBulb,0,50.4285899850589,3659.36299117933,3638.19816637754
25,prePM7,RD,AnteriorBulb,0,58.0397697671203,3659.36299117933,3638.19816637754
25,prePM7,US,SidesOfTip,1,47.7363258708792,3659.36299117933,3638.19816637754
25,prePM7,UD,SidesOfTip,1,47.3868973963839,3659.36299117933,3638.19816637754
25,prePM7,RS,SidesOfTip,1,50.4285899850589,3659.36299117933,3638.19816637754
25,prePM7,RD,SidesOfTip,1,58.0397697671203,3659.36299117933,3638.19816637754
25,prePM7,US,Tip,0,47.7363258708792,3659.36299117933,3638.19816637754
25,prePM7,UD,Tip,0,47.3868973963839,3659.36299117933,3638.19816637754
25,prePM7,RS,Tip,0,50.4285899850589,3659.36299117933,3638.19816637754
25,prePM7,RD,Tip,0,58.0397697671203,3659.36299117933,3638.19816637754
25,pm3,US,PosteriorBulb,1,106.684911637821,7073.91279555389,7158.95296710932
25,pm3,UD,PosteriorBulb,1,102.539716805649,7073.91279555389,7158.95296710932
25,pm3,RS,PosteriorBulb,1,75.3652398752235,7073.91279555389,7158.95296710932
25,pm3,RD,PosteriorBulb,1,68.1897740430533,7073.91279555389,7158.95296710932
25,pm3,US,AnteriorBulb,0,106.684911637821,7073.91279555389,7158.95296710932
25,pm3,UD,AnteriorBulb,0,102.539716805649,7073.91279555389,7158.95296710932
25,pm3,RS,AnteriorBulb,0,75.3652398752235,7073.91279555389,7158.95296710932
25,pm3,RD,AnteriorBulb,0,68.1897740430533,7073.91279555389,7158.95296710932
25,pm3,US,SidesOfTip,1,106.684911637821,7073.91279555389,7158.95296710932
25,pm3,UD,SidesOfTip,1,102.539716805649,7073.91279555389,7158.95296710932
25,pm3,RS,SidesOfTip,1,75.3652398752235,7073.91279555389,7158.95296710932
25,pm3,RD,SidesOfTip,1,68.1897740430533,7073.91279555389,7158.95296710932
25,pm3,US,Tip,0,106.684911637821,7073.91279555389,7158.95296710932
25,pm3,UD,Tip,0,102.539716805649,7073.91279555389,7158.95296710932
25,pm3,RS,Tip,0,75.3652398752235,7073.91279555389,7158.95296710932
25,pm3,RD,Tip,0,68.1897740430533,7073.91279555389,7158.95296710932
25,pm4,US,PosteriorBulb,1,93.7542378434919,8546.05461780986,8500.33854397033
25,pm4,UD,PosteriorBulb,1,92.1974798381686,8546.05461780986,8500.33854397033
25,pm4,RS,PosteriorBulb,1,50.3094834160205,8546.05461780986,8500.33854397033
25,pm4,RD,PosteriorBulb,1,60.6473300944602,8546.05461780986,8500.33854397033
25,pm4,US,AnteriorBulb,0,93.7542378434919,8546.05461780986,8500.33854397033
25,pm4,UD,AnteriorBulb,0,92.1974798381686,8546.05461780986,8500.33854397033
25,pm4,RS,AnteriorBulb,0,50.3094834160205,8546.05461780986,8500.33854397033
25,pm4,RD,AnteriorBulb,0,60.6473300944602,8546.05461780986,8500.33854397033
25,pm4,US,SidesOfTip,1,93.7542378434919,8546.05461780986,8500.33854397033
25,pm4,UD,SidesOfTip,1,92.1974798381686,8546.05461780986,8500.33854397033
25,pm4,RS,SidesOfTip,1,50.3094834160205,8546.05461780986,8500.33854397033
25,pm4,RD,SidesOfTip,1,60.6473300944602,8546.05461780986,8500.33854397033
25,pm4,US,Tip,0,93.7542378434919,8546.05461780986,8500.33854397033
25,pm4,UD,Tip,0,92.1974798381686,8546.05461780986,8500.33854397033
25,pm4,RS,Tip,0,50.3094834160205,8546.05461780986,8500.33854397033
25,pm4,RD,Tip,0,60.6473300944602,8546.05461780986,8500.33854397033
25,pm5,US,PosteriorBulb,1,52.2546607390507,4086.99663409624,4066.94691579992
25,pm5,UD,PosteriorBulb,1,57.7644091402489,4086.99663409624,4066.94691579992
25,pm5,RS,PosteriorBulb,1,35.7781177521775,4086.99663409624,4066.94691579992
25,pm5,RD,PosteriorBulb,1,39.8590577385785,4086.99663409624,4066.94691579992
25,pm5,US,AnteriorBulb,0,52.2546607390507,4086.99663409624,4066.94691579992
25,pm5,UD,AnteriorBulb,0,57.7644091402489,4086.99663409624,4066.94691579992
25,pm5,RS,AnteriorBulb,0,35.7781177521775,4086.99663409624,4066.94691579992
25,pm5,RD,AnteriorBulb,0,39.8590577385785,4086.99663409624,4066.94691579992
25,pm5,US,SidesOfTip,1,52.2546607390507,4086.99663409624,4066.94691579992
25,pm5,UD,SidesOfTip,1,57.7644091402489,4086.99663409624,4066.94691579992
25,pm5,RS,SidesOfTip,1,35.7781177521775,4086.99663409624,4066.94691579992
25,pm5,RD,SidesOfTip,1,39.8590577385785,4086.99663409624,4066.94691579992
25,pm5,US,Tip,0,52.2546607390507,4086.99663409624,4066.94691579992
25,pm5,UD,Tip,0,57.7644091402489,4086.99663409624,4066.94691579992
25,pm5,RS,Tip,0,35.7781177521775,4086.99663409624,4066.94691579992
25,pm5,RD,Tip,0,39.8590577385785,4086.99663409624,4066.94691579992
25,pm6,US,PosteriorBulb,1,51.0325059880724,7077.36094712807,7085.96193350802
25,pm6,UD,PosteriorBulb,1,46.8681452424413,7077.36094712807,7085.96193350802
25,pm6,RS,PosteriorBulb,1,32.0791849911685,7077.36094712807,7085.96193350802
25,pm6,RD,PosteriorBulb,1,22.502444047208,7077.36094712807,7085.96193350802
25,pm6,US,AnteriorBulb,0,51.0325059880724,7077.36094712807,7085.96193350802
25,pm6,UD,AnteriorBulb,0,46.8681452424413,7077.36094712807,7085.96193350802
25,pm6,RS,AnteriorBulb,0,32.0791849911685,7077.36094712807,7085.96193350802
25,pm6,RD,AnteriorBulb,0,22.502444047208,7077.36094712807,7085.96193350802
25,pm6,US,SidesOfTip,1,51.0325059880724,7077.36094712807,7085.96193350802
25,pm6,UD,SidesOfTip,1,46.8681452424413,7077.36094712807,7085.96193350802
25,pm6,RS,SidesOfTip,1,32.0791849911685,7077.36094712807,7085.96193350802
25,pm6,RD,SidesOfTip,1,22.502444047208,7077.36094712807,7085.96193350802
25,pm6,US,Tip,0,51.0325059880724,7077.36094712807,7085.96193350802
25,pm6,UD,Tip,0,46.8681452424413,7077.36094712807,7085.96193350802
25,pm6,RS,Tip,0,32.0791849911685,7077.36094712807,7085.96193350802
25,pm6,RD,Tip,0,22.502444047208,7077.36094712807,7085.96193350802
25,pm7,US,PosteriorBulb,1,107.611656278927,10290.2133115257,10382.2257831655
25,pm7,UD,PosteriorBulb,1,102.178944567028,10290.2133115257,10382.2257831655
25,pm7,RS,PosteriorBulb,1,86.05807894549,10290.2133115257,10382.2257831655
25,pm7,RD,PosteriorBulb,1,77.5273089794569,10290.2133115257,10382.2257831655
25,pm7,US,AnteriorBulb,0,107.611656278927,10290.2133115257,10382.2257831655
25,pm7,UD,AnteriorBulb,0,102.178944567028,10290.2133115257,10382.2257831655
25,pm7,RS,AnteriorBulb,0,86.05807894549,10290.2133115257,10382.2257831655
25,pm7,RD,AnteriorBulb,0,77.5273089794569,10290.2133115257,10382.2257831655
25,pm7,US,SidesOfTip,1,107.611656278927,10290.2133115257,10382.2257831655
25,pm7,UD,SidesOfTip,1,102.178944567028,10290.2133115257,10382.2257831655
25,pm7,RS,SidesOfTip,1,86.05807894549,10290.2133115257,10382.2257831655
25,pm7,RD,SidesOfTip,1,77.5273089794569,10290.2133115257,10382.2257831655
25,pm7,US,Tip,0,107.611656278927,10290.2133115257,10382.2257831655
25,pm7,UD,Tip,0,102.178944567028,10290.2133115257,10382.2257831655
25,pm7,RS,Tip,0,86.05807894549,10290.2133115257,10382.2257831655
25,pm7,RD,Tip,0,77.5273089794569,10290.2133115257,10382.2257831655
25,medial_axis,US,PosteriorBulb,1,73.314978821747,6306.6455395833,6326.20454026091
25,medial_axis,UD,PosteriorBulb,1,73.851591330181,6306.6455395833,6326.20454026091
25,medial_axis,RS,PosteriorBulb,1,52.4909550385363,6306.6455395833,6326.20454026091
25,medial_axis,RD,PosteriorBulb,1,52.6536504675034,6306.6455395833,6326.20454026091
25,medial_axis,US,AnteriorBulb,0,73.314978821747,6306.6455395833,6326.20454026091
25,medial_axis,UD,AnteriorBulb,0,73.851591330181,6306.6455395833,6326.20454026091
25,medial_axis,RS,AnteriorBulb,0,52.4909550385363,6306.6455395833,6326.20454026091
25,medial_axis,RD,AnteriorBulb,0,52.6536504675034,6306.6455395833,6326.20454026091
25,medial_axis,US,SidesOfTip,1,73.314978821747,6306.6455395833,6326.20454026091
25,medial_axis,UD,SidesOfTip,1,73.851591330181,6306.6455395833,6326.20454026091
25,medial_axis,RS,SidesOfTip,1,52.4909550385363,6306.6455395833,6326.20454026091
25,medial_axis,RD,SidesOfTip,1,52.6536504675034,6306.6455395833,6326.20454026091
25,medial_axis,US,Tip,0,73.314978821747,6306.6455395833,6326.20454026091
25,medial_axis,UD,Tip,0,73.851591330181,6306.6455395833,6326.20454026091
25,medial_axis,RS,Tip,0,52.4909550385363,6306.6455395833,6326.20454026091
25,medial_axis,RD,Tip,0,52.6536504675034,6306.6455395833,6326.20454026091
25,pharynx,US,PosteriorBulb,1,70.9459525963275,6071.38015872521,6090.9002206211
25,pharynx,UD,PosteriorBulb,1,71.0980230158361,6071.38015872521,6090.9002206211
25,pharynx,RS,PosteriorBulb,1,50.6590680047828,6071.38015872521,6090.9002206211
25,pharynx,RD,PosteriorBulb,1,51.1317205052644,6071.38015872521,6090.9002206211
25,pharynx,US,AnteriorBulb,0,70.9459525963275,6071.38015872521,6090.9002206211
25,pharynx,UD,AnteriorBulb,0,71.0980230158361,6071.38015872521,6090.9002206211
25,pharynx,RS,AnteriorBulb,0,50.6590680047828,6071.38015872521,6090.9002206211
25,pharynx,RD,AnteriorBulb,0,51.1317205052644,6071.38015872521,6090.9002206211
25,pharynx,US,SidesOfTip,1,70.9459525963275,6071.38015872521,6090.9002206211
25,pharynx,UD,SidesOfTip,1,71.0980230158361,6071.38015872521,6090.9002206211
25,pharynx,RS,SidesOfTip,1,50.6590680047828,6071.38015872521,6090.9002206211
25,pharynx,RD,SidesOfTip,1,51.1317205052644,6071.38015872521,6090.9002206211
25,pharynx,US,Tip,0,70.9459525963275,6071.38015872521,6090.9002206211
25,pharynx,UD,Tip,0,71.0980230158361,6071.38015872521,6090.9002206211
25,pharynx,RS,Tip,0,50.6590680047828,6071.38015872521,6090.9002206211
25,pharynx,RD,Tip,0,51.1317205052644,6071.38015872521,6090.9002206211
26,postPM3,US,PosteriorBulb,0,40.0002978148706,3809.02459101877,3888.45779520846
26,postPM3,UD,PosteriorBulb,0,96.2403440604083,3809.02459101877,3888.45779520846
26,postPM3,RS,PosteriorBulb,0,36.5356683372768,3809.02459101877,3888.45779520846
26,postPM3,RD,PosteriorBulb,0,69.2842301173648,3809.02459101877,3888.45779520846
26,postPM3,US,AnteriorBulb,0,40.0002978148706,3809.02459101877,3888.45779520846
26,postPM3,UD,AnteriorBulb,0,96.2403440604083,3809.02459101877,3888.45779520846
26,postPM3,RS,AnteriorBulb,0,36.5356683372768,3809.02459101877,3888.45779520846
26,postPM3,RD,AnteriorBulb,0,69.2842301173648,3809.02459101877,3888.45779520846
26,postPM3,US,SidesOfTip,1,40.0002978148706,3809.02459101877,3888.45779520846
26,postPM3,UD,SidesOfTip,1,96.2403440604083,3809.02459101877,3888.45779520846
26,postPM3,RS,SidesOfTip,1,36.5356683372768,3809.02459101877,3888.45779520846
26,postPM3,RD,SidesOfTip,1,69.2842301173648,3809.02459101877,3888.45779520846
26,postPM3,US,Tip,0,40.0002978148706,3809.02459101877,3888.45779520846
26,postPM3,UD,Tip,0,96.2403440604083,3809.02459101877,3888.45779520846
26,postPM3,RS,Tip,0,36.5356683372768,3809.02459101877,3888.45779520846
26,postPM3,RD,Tip,0,69.2842301173648,3809.02459101877,3888.45779520846
26,prePM7,US,PosteriorBulb,0,55.5969840524982,3630.88902593492,3672.84172264592
26,prePM7,UD,PosteriorBulb,0,57.7841783544407,3630.88902593492,3672.84172264592
26,prePM7,RS,PosteriorBulb,0,54.5777550310282,3630.88902593492,3672.84172264592
26,prePM7,RD,PosteriorBulb,0,39.4800057495193,3630.88902593492,3672.84172264592
26,prePM7,US,AnteriorBulb,0,55.5969840524982,3630.88902593492,3672.84172264592
26,prePM7,UD,AnteriorBulb,0,57.7841783544407,3630.88902593492,3672.84172264592
26,prePM7,RS,AnteriorBulb,0,54.5777550310282,3630.88902593492,3672.84172264592
26,prePM7,RD,AnteriorBulb,0,39.4800057495193,3630.88902593492,3672.84172264592
26,prePM7,US,SidesOfTip,1,55.5969840524982,3630.88902593492,3672.84172264592
26,prePM7,UD,SidesOfTip,1,57.7841783544407,3630.88902593492,3672.84172264592
26,prePM7,RS,SidesOfTip,1,54.5777550310282,3630.88902593492,3672.84172264592
